job_title,company_name,location,salary,work_hour
Data Analytics Engineer,Shamrock Foods Company,"Phoenix, AZ 85018 (Camelback East area)",unknown,full-time
Data Engineer,Stellantis,Remote,Estimated $103K - $130K a year,unknown
Senior Data Engineer,GeneDx,Remote,"$192,000 - $229,000 a year",unknown
Data Engineer Leader,Synopsys,"Mountain View, CA","$117,000 - $204,000 a year",unknown
Lead Data Engineer/Data Architect,Hachette Book Group,"Remote in New York, NY 10104","$138,000 - $174,400 a year",full-time
Manager Data Engineer Lead,Inclusively,"Collegeville, PA 19426","$90,800 - $151,300 a year",full-time
Principal Data Analytics Engineer,LendingClub,"San Francisco, CA","$195,000 - $230,000 a year",full-time
Sr. Data Engineer,mBridge Solutions,"Houston, TX",Estimated $125K - $158K a year,contract
AI Data Engineer,Reorg Research,Remote,Estimated $98.7K - $125K a year,full-time
Azure Data Engineer,Allruva Technology Services,"Irving, TX 75063",Estimated $109K - $138K a year,unknown
BI Developer/Data Engineer (Full-Time Remote),BAE Systems,"Remote in Boston, MA 02123",Estimated $102K - $129K a year,full-time
Data Security Engineer,Lam Research,"Fremont, CA","$101,000 - $220,000 a year",unknown
Data Engineer,"Otter Products, LLC","Remote in Fort Collins, CO 80521","From $85,000 a year",full-time
Data Engineer,Doxy.me Telemedicine,"Remote in Charleston, SC",Estimated $91.1K - $115K a year,full-time
Data Engineer 2,UNCOMN,"Scott AFB, IL 62225",Estimated $86.5K - $110K a year,full-time
"Data Engineer, E-Commerce",TikTok,"San Jose, CA","$136,000 - $280,000 a year",unknown
Data Engineer,DUOPEAK,"Menlo Park, CA",Estimated $128K - $163K a year,full-time
Sr. ETL DEV/Data Engineer,Gold Coast Health Plan,"Camarillo, CA 93010","$95,625 - $159,375 a year",full-time
"Data QA Engineer – Remote, North Carolina",Universal Music Group,Remote in North Carolina,unknown,full-time
Data / Composition Engineer,HC3,"Remote in Birmingham, AL 35210",Estimated $68.2K - $86.4K a year,full-time
Ab Initio Data Engineer,"The Travelers Companies, Inc.","Saint Paul, MN 55127","$102,600 - $169,200 a year",full-time
SQL Data Engineer,Iron Systems,"Remote in New York, NY",Estimated $91.7K - $116K a year,unknown
Data Engineer II (Data Analytics Specialist),Match Inc,"Austin, TX 78727",$51 - $56 an hour,contract
Product Data Engineer,uStudio,"Austin, TX",Estimated $99.4K - $126K a year,unknown
Sr. Data Engineer,Dr. Squatch,"Marina del Rey, CA","$120,000 - $160,000 a year",full-time
Data Center Hardware Support Engineer ( Linux ),"Valintry Services, LLC","Briarcliff Manor, NY","$100,000 - $140,000 a year",unknown
Data Engineer,Zoox,"Foster City, CA","$143,000 - $300,000 a year",full-time
Data Engineer,Centriam,"Minneapolis, MN 55447",Estimated $96.2K - $122K a year,unknown
Staff Data Platform Engineer,Adobe,"San Jose, CA 95110 (Downtown area)","$146,400 - $275,000 a year",full-time
Data Engineer II,"BlueLabs Analytics, Inc.","Remote in Washington, DC","$95,000 - $120,000 a year",unknown
"Data Engineer II, DevX -Dallas, Austin, or San Antonio, TX",H-E-B,"Dallas, TX 75220 (Northwest Dallas area)",Estimated $78.6K - $99.6K a year,full-time
Entry Level - Healthcare Data Engineer,TRESUME,"Alpharetta, GA 30009","$50,000 - $60,000 a year",full-time
Senior Data Engineer,OneGlobe LLC,"Reston, VA 20191 (Hunter area)",Estimated $115K - $145K a year,full-time
"Sr Voice and Data Engineer (VoIP, WebEx, MDM)",NextGen Solutions Corporation,"Hybrid remote in Washington, DC 20024",$30 - $45 an hour,full-time
Senior Data Engineer,Maven LLC,Remote in Ohio,Estimated $88.3K - $112K a year,full-time
DATA ENGINEER,Upward Health,"Hauppauge, NY 11788",Estimated $78.8K - $99.8K a year,full-time
Data Engineer,Apple,"Austin, TX",unknown,unknown
Data Engineer- TS/SCI with Poly Required,Leidos,"Aurora, CO 80011 (Norfolk Glen area)","$66,300 - $137,700 a year",full-time
Data Engineer,WellTrust Medical Group,"Charlotte, NC 28208 (Downtown Charlotte area)",Estimated $91.2K - $116K a year,unknown
Data Engineer/ Contract /US Citizens with Clearance,"Stark Dev, LLC","Washington, DC",From $70 an hour,contract
Data Engineer,CINQCARE,"New York, NY 10004 (Financial District area)","$100,000 - $120,000 a year",full-time
Senior Data Engineer,Business Intelli Solutions Inc,"Houston, TX","From $130,000 a year",full-time
Tech Lead Software Engineer - Data Lake,Southwest Airlines,"Dallas, TX 75235 (Northwest Dallas area)","From $151,400 a year",full-time
Data Engineer,Apple,"Austin, TX",unknown,unknown
Data Engineer,WellTrust Medical Group,"Charlotte, NC 28208 (Downtown Charlotte area)",Estimated $91.2K - $116K a year,unknown
Data Engineer/ Contract /US Citizens with Clearance,"Stark Dev, LLC","Washington, DC",From $70 an hour,contract
Tech Lead Software Engineer - Data Lake,Southwest Airlines,"Dallas, TX 75235 (Northwest Dallas area)","From $151,400 a year",full-time
Senior Software Engineer (Data),WALGREENS,"Deerfield, IL 60015","$91,950 - $235,440 a year",unknown
Data Engineer,CINQCARE,"New York, NY 10004 (Financial District area)","$100,000 - $120,000 a year",full-time
Senior Data Engineer,Business Intelli Solutions Inc,"Houston, TX","From $130,000 a year",full-time
Data Engineer,Blue Onion Labs,"Remote in New York, NY",Estimated $143K - $181K a year,full-time
Data Scientist / ML Engineer (REMOTE /Contract),Glow Networks,Remote,Estimated $105K - $133K a year,contract
Senior Data Engineer,First American Financial Corporation,"Remote in Santa Ana, CA","$155,000 - $225,000 a year",unknown
"Software Engineer, Autonomy Data Visualization",Nuro,"Mountain View, CA","$167,000 - $250,000 a year",unknown
"Data Platforms, ML Engineer",Bristol Myers Squibb,"Hybrid remote in Princeton, NJ",Estimated $109K - $137K a year,unknown
Data Engineer,GEI Consultants Inc,"Hybrid remote in Woburn, MA 01801",$33.65 - $72.11 an hour,unknown
"Data Engineer, Product Analytics - Monetization",Meta,Remote,"$134,000 - $194,000 a year",unknown
Building Engineer -Data Center,ISS Facility Services (US),"Piscataway, NJ 08854",$46.16 an hour,full-time
Data Engineer,Delviom LLC,"Dallas, TX 75201 (Downtown area)","$110,000 - $120,000 a year",full-time
Senior Data Engineer,2U,"Remote in Lanham, MD","$120,000 - $142,000 a year",full-time
Full Stack React Developer/Azure Data Engineer,Mitchell Martin,"Hybrid remote in Township of Hamilton, NJ",unknown,contract
Data /Software Engineers,Ars Quanta,"Seattle, WA",Estimated $118K - $149K a year,full-time
Data Engineer,Farm Credit East,"Enfield, CT 06082",Estimated $83.8K - $106K a year,full-time
Senior Data Engineer,Foundry,"Rochester, NY",Estimated $112K - $142K a year,unknown
Data Engineer,Prizeout,"New York, NY","$115,000 - $175,000 a year",full-time
Data Engineer,HealthVerity,"Hybrid remote in Philadelphia, PA",Estimated $111K - $140K a year,full-time
Senior Data Engineer,"Surescripts, LLC","Hybrid remote in Minneapolis, MN 55402","$119,633 - $146,218 a year",full-time
Data Engineer,"Calhoun International, LLC","Honolulu, HI",Estimated $90.9K - $115K a year,full-time
Data Engineer - Officer - NY/NJ - Hybrid (HM),Citi,"Rutherford, NJ","$92,570 - $129,150 a year",full-time
Senior Data Science Engineer,Adobe,"San Jose, CA 95110 (Downtown area)","$140,200 - $261,400 a year",full-time
Data Engineer,ConsumerAffairs,"Remote in Austin, TX",Estimated $104K - $131K a year,full-time
Data Engineer,Bon Secours Mercy Health,"Cincinnati, OH 45237 (Roselawn area)",Estimated $81.1K - $103K a year,unknown
Software Engineer (Big Data Focus) Level 3,Kforce,"Remote in Cincinnati, OH 45202",$48.45 - $65.55 an hour,contract
"Senior Software Engineer, Data","TAE Technologies, Inc.","Remote in Foothill Ranch, CA 92610",Estimated $117K - $148K a year,full-time
Principal Data Engineer - Fort Collins,SturdyAI,"Fort Collins, CO 80524","$110,000 - $160,000 a year",full-time
Data Visualization Engineer,Ironclad Technology Services,"Washington, DC",Estimated $103K - $131K a year,unknown
Staff Data Engineer,GoodLeap,Remote,"$155,000 - $180,000 a year",full-time
Data Analytic Engineer,FacilityConneX,"Nashua, NH 03062",Estimated $101K - $128K a year,unknown
Senior Software Engineer - Perception Data Platform,Zoox,"Foster City, CA","$180,000 - $293,000 a year",full-time
Associate Data Quality Engineer,Vertiv Co.,"Westerville, OH",Estimated $62.9K - $79.6K a year,unknown
Data Engineer,JANUS Research Group,"Aberdeen Proving Ground, MD 21005",Estimated $110K - $140K a year,unknown
Data Engineer,Cornerstone Defense,"Reston, VA",Estimated $107K - $135K a year,contract
Senior Data QA Automation Engineer,T. Rowe Price,"Remote in Owings Mills, MD",unknown,full-time
Data Engineer,Community Tech Alliance,Remote,"$130,000 - $155,000 a year",full-time
Data Engineer,LEAFWELL,Remote,Estimated $102K - $129K a year,unknown
Data Engineer Hybrid/Remote,Parsons,Remote in Maryland,"$110,600 - $199,100 a year",full-time
"Wireless Data Path Development Engineer, Pixel",Google,"San Diego, CA (Sorrento Valley area)",unknown,full-time
Staff Software Engineer - Data Platform,ServiceNow,"Santa Clara, CA 95054","$152,000 - $266,000 a year",full-time
"Data Collection Engineer, Mid",Booz Allen Hamilton,"Hybrid remote in Quantico, VA",Estimated $101K - $128K a year,unknown
SAP Data Engineer,Wilson Sporting Goods Co.,"Chicago, IL 60601 (The Loop area)",Estimated $97K - $123K a year,unknown
Azure Data Engineer,NFF Inc,"Washington, DC 20005 (Downtown area)",Estimated $103K - $131K a year,full-time
Data Engineer II (Weekly Hybrid schedule Office/Home),CHAS Health,"Spokane, WA 99202 (East Central area)",$35.19 - $53.22 an hour,full-time
Data Engineer,Western Asset,"Pasadena, CA 91101 (Pasadena area)","$150,000 - $200,000 a year",full-time
Data Pipeline Engineer,iSpecimen,"Lexington, MA 02420",Estimated $110K - $140K a year,unknown
Senior Data Engineer,dMetrics,"Brooklyn, NY 11211",Estimated $128K - $163K a year,unknown
"Data Analytics and Reporting Engineer, Digital Platform Solutions (Reporting and Analytics)",Mayor's Office of Contract Services,"Manhattan, NY 10007 (Financial District area)","$75,000 - $90,000 a year",unknown
Senior Data Integration Engineer,Cambium Learning Group,Remote,Estimated $87.3K - $111K a year,full-time
Data Engineer,Beshton Software,"San Francisco Bay Area, CA",Estimated $110K - $139K a year,unknown
Senior Data Engineer I,GoodRx,"Hybrid remote in New York, NY",Estimated $120K - $153K a year,full-time
Sr Data Engineer,GE Healthcare,Remote in Illinois,Estimated $120K - $152K a year,unknown
Biomedical Data Engineer - Health Technologies,Apple,"Cupertino, CA",unknown,full-time
Data Engineer (Remote),Supernova XYZ,Remote,Estimated $112K - $142K a year,unknown
"Senior Software Engineer, Data Platform",Salesforce,"Bellevue, WA 98004 (Downtown area)","$133,400 - $183,400 a year",full-time
Software Development Engineer - Big Data Service,Workday,"Boston, MA 02110 (Downtown area)","$124,300 - $186,500 a year",full-time
Data Engineer,Chirality Research,"Houston, TX",Estimated $94.4K - $120K a year,full-time
Senior Data Platform Engineer,Tala,Remote,"$145,000 - $190,000 a year",full-time
Data Engineer/Data Analyst,Tetra Tech,"Arlington, VA",Estimated $84.7K - $107K a year,full-time
Real-Time Data Engineer,Object Partners,"Des Moines, IA",Estimated $103K - $131K a year,full-time
Principal Data Engineer,DDI,Hybrid remote in Pennsylvania,Estimated $115K - $146K a year,full-time
Data Engineer,Coherent Corp.,"Pine Brook, NJ 07058",Estimated $87.3K - $111K a year,full-time
Data Quality Engineer,RiseIT Solutions,"Orlando, FL","$120,000 a year",unknown
Data Engineer,Logikcull,Remote,Estimated $104K - $132K a year,full-time
Senior Operations Engineer (Data Engineer),BECU,Texas,"$130,200 - $159,200 a year",full-time
Senior Analytics Engineer- Data Modeling and Analysis,Cornerstone Information System,"Bloomington, IN 47404",Estimated $105K - $133K a year,unknown
Informatica Cloud Data Engineer,Intone Networks,Remote,Estimated $109K - $138K a year,contract
Data Products Engineer,Biofire Technologies,"Broomfield, CO","$120,000 - $150,000 a year",full-time
Customer Delivery Consulting Engineer - Data Center,Cisco Systems,"Boise, ID",Estimated $107K - $136K a year,full-time
Data Center Engineer,Broadridge,"Newark, NJ 07102 (Central Business District area)",Estimated $87.5K - $111K a year,full-time
Data Engineer,Genuine Parts Company,"Atlanta, GA 30339",Estimated $106K - $135K a year,full-time
Data Engineer (Mid) (AD),Clarity Innovations,"Columbia, MD 21046",Estimated $138K - $175K a year,full-time
Sr Staff Data Engineer/ Staff Data Engineer - Hybrid,The Hartford,"Hybrid remote in Hartford, CT",unknown,full-time
"Cloud Data Engineer I - AWS, Python, Snowflake, SQL","The Travelers Companies, Inc.","Hartford, CT","$102,600 - $169,200 a year",full-time
Data Engineer,Base-2 Solutions,"Remote in Charleston, SC",Estimated $113K - $144K a year,full-time
Data Science Engineer,AI Cyber Solutions,"Tampa, FL 33614",Estimated $106K - $135K a year,unknown
Data Engineer,MHS,"Atlanta, GA 30342 (Buckhead area)",Estimated $84K - $106K a year,full-time
Sr Data Engineer,Campus Crusade for Christ,"Hybrid remote in Orlando, FL",unknown,full-time
Data Entry/Process Engineer,"Westfield Electroplating Company, Inc.","Westfield, MA 01085",$20 an hour,unknown
BrightDrop - Senior Data Engineer – Delivery Intelligence Group,General Motors,"Hybrid remote in Palo Alto, CA 94306","$106,460 - $161,240 a year",full-time
Data Engineer,Rockstar Games San Diego & Toronto,"Hybrid remote in Carlsbad, CA","$89,500 - $119,400 a year",full-time
Senior Staff Software Engineer - Data Platform,Stellar Health,Remote,Estimated $190K - $240K a year,unknown
"Senior Data Scientist / Data Engineer, Drive Systems",Tesla,"Sparks, NV 89434",Estimated $126K - $160K a year,full-time
Senior Cloud Data Engineer,Maven Wave,"Remote in Chicago, IL 60606",Estimated $121K - $153K a year,monday to friday
SR Data Engineer,Marlabs Innovations Private Limited,"Piscataway, NJ",Estimated $118K - $149K a year,unknown
Human Network Data Engineer,Yorktown Systems Group,"Fort Eustis, VA 23604",Estimated $106K - $135K a year,full-time
Data Systems Engineer (Remote in TX),Central Health,"Remote in Austin, TX 78759",Estimated $72.3K - $91.5K a year,full-time
Data Engineer - Analyst II,StratLytics,Remote,Estimated $95.3K - $121K a year,unknown
Data Visualization Engineer,Ironclad Technnology Services,"Washington, DC",Estimated $95.4K - $121K a year,unknown
Data Engineer,Texas A&M AgriLife,"College Station, TX",Estimated $86.7K - $110K a year,full-time
Senior Data Engineer (Spark+Scala),Exadel,Hybrid remote in Georgia,Estimated $112K - $142K a year,unknown
Senior Software Engineer (Data),WALGREENS,"Deerfield, IL 60015","$91,950 - $235,440 a year",unknown
Data Engineer,"AmeriVet Partners Management, Inc","San Antonio, TX 78217 (Airport area)",Estimated $93K - $118K a year,unknown
Data Com Engineer,Engineering Network International,"Bellevue, WA 98006 (Eastgate area)",Estimated $72.5K - $91.8K a year,unknown
"Senior Data Engineer, Kuiper Business Development",Amazon Kuiper Com Services LLC,"Redmond, WA","From $123,700 a year",full-time
Sr. Lead Data Engineer,"Chick-fil-A, Inc.","Atlanta, GA 30349",Estimated $107K - $136K a year,unknown
Data Migration Engineer - Arcadis Gen,Arcadis,"Philadelphia, PA 19107 (Washington Square area)",Estimated $84.6K - $107K a year,full-time
Sr. Network Data Engineer,Chartis Federal,"Sterling, VA 20166","$160,000 - $170,000 a year",full-time
Senior Data Engineer,National Grid,"Remote in Waltham, MA 02451","$112,000 - $158,000 a year",unknown
Data Engineer,"Credence Management Solutions, LLC","Hanscom AFB, MA 01731",Estimated $119K - $151K a year,full-time
Data Engineer,Green Street,Hybrid remote in California,"$85,000 - $95,000 a year",full-time
Data Engineer,Kalibri Labs,Remote,"$100,000 - $120,000 a year",full-time
Data Engineer 3,Procore Technologies,"Austin, TX","$126,800 - $174,350 a year",full-time
Sr. Data Engineer,Contract Resources Group,"Aberdeen Proving Ground, MD 21005",Estimated $120K - $152K a year,full-time
Sr. Data Engineer,"Banfield, The Pet Hospital","Vancouver, WA 98683 (Bella Vista area)","$100,531 - $138,230 a year",full-time
"Software Engineer, Data","Chartbeat, Inc.","Remote in Mountain View, CA","$135,000 - $150,000 a year",unknown
"Software Engineer, Time Series and Real Time Data Streaming (Fully Remote)",LTK USA,"Remote in San Francisco, CA",Estimated $119K - $150K a year,unknown
Cloud / Data Science Engineer,Parsons,"Centreville, VA","$68,400 - $142,600 a year",full-time
Data Engineer - PCHP,Parkland Health and Hospital System,"Dallas, TX 75201",Estimated $82.4K - $104K a year,unknown
Data Engineer,Amgen,"Tampa, FL 33602 (Downtown area)",Estimated $109K - $139K a year,full-time
Senior Data Engineer,PowerSchool Group LLC,"Remote in Folsom, CA 95630","$100,000 - $125,000 a year",full-time
Data Engineer,Life.Church,"Edmond, OK 73012",Estimated $64.6K - $81.8K a year,full-time
Data Center/Systems Engineer,Konica Minolta Business Solutions,"Ramsey, NJ 07446",Estimated $91.8K - $116K a year,unknown
GEIS Data Engineer,Cherokee Federal,"Hybrid remote in Silver Spring, MD","$120,000 - $130,000 a year",full-time
"Data Engineer, Platform",NexHealth,"Remote in San Francisco, CA",Estimated $145K - $184K a year,unknown
Senior Data Engineer - Platform,Spokeo,"Remote in Pasadena, CA 91101","$135,900 - $166,500 a year",full-time
Data Engineer with Cosmos DB or Cassandra DB,Aptiva Healthcare,Remote,$55 - $60 an hour,full-time
"Cloud Data Engineer - AWS, Hive, Airflow",FlexIT Inc,"Beaverton, OR 97005 (Central Beaverton area)",Estimated $107K - $136K a year,full-time
Data Engineer,1904labs,"St. Louis, MO 63136",Estimated $110K - $139K a year,full-time
Data Warehouse Engineer,Smartcar,Remote,"$140,000 - $180,000 a year",full-time
Data Engineer,First Resonance,"Los Angeles, CA","$150,000 - $200,000 a year",full-time
Data Engineer Only W2,IDC,"Dallas, TX",Estimated $108K - $137K a year,full-time
Data Engineer,Arcadia.io,"Boston, MA",Estimated $84.5K - $107K a year,full-time
NextGen Data Engineer,BICP,"Portland, OR",Estimated $92.9K - $118K a year,unknown
Data Center Facilities Engineer,TAYS INC,"Lakewood, CO 80225",Estimated $93.8K - $119K a year,full-time
"Data Engineer III, IT",Pediatric Associates,"Plantation, FL 33324",Estimated $107K - $135K a year,full-time
Reference Data Management Engineer,Bristol Myers Squibb,"Hybrid remote in Princeton, NJ",Estimated $105K - $134K a year,unknown
Sr Big Data Engineer,DataDelivers LLC,"Schaumburg, IL 60195",Estimated $104K - $132K a year,full-time
Data Platform Engineer,Computing Concepts Inc.,"Hybrid remote in New York, NY 10019",Up to $80.07 an hour,full-time
PARADIM Data Engineer,Johns Hopkins University,"Baltimore, MD 21218 (Johns Hopkins Homewood area)","$124,510 a year",full-time
"Senior Data Engineer, IT Analytics",American Airlines,"Dallas, TX",Estimated $138K - $174K a year,unknown
Data Integration Engineer (Developer II),Holman,"Mount Laurel, NJ","From $120,000 a year",full-time
Staff Data Engineer - Activision Blizzard Media,King,"San Francisco, CA","$121,500 - $224,880 a year",unknown
"Sr Lead Data Engineer, Analytics R&D","Chick-fil-A, Inc.","Atlanta, GA 30349",Estimated $112K - $142K a year,unknown
